CustomerID,Province,Risk_Score,Nb_releves,Fraudes,Priorité
C000898,Sidi Slimane,18.94,34,0,Faible
C000459,Rabat,18.93,25,0,Faible
C001304,Salé,18.92,30,0,Faible
C000162,Kénitra,18.9,30,0,Faible
C000883,Salé,18.88,11,0,Faible
C000726,Khémisset,18.88,15,0,Faible
C001130,Rabat,18.87,37,0,Faible
C000996,Kénitra,18.86,13,0,Faible
C001724,Kénitra,18.86,21,0,Faible
C001232,Sidi Kacem,18.86,18,0,Faible
C001247,Rabat,18.86,36,0,Faible
C001261,Salé,18.86,34,0,Faible
C000050,Skhirate-Témara,18.85,11,0,Faible
C001733,Khémisset,18.84,23,0,Faible
C001386,Khémisset,18.84,35,0,Faible
C002026,Skhirate-Témara,18.84,16,0,Faible
C001606,Salé,18.83,20,0,Faible
C001170,Rabat,18.81,16,0,Faible
C001399,Skhirate-Témara,18.81,20,0,Faible
C000987,Skhirate-Témara,18.76,35,0,Faible
C001999,Rabat,18.73,17,0,Faible
C001237,Khémisset,18.73,21,0,Faible
C000738,Sidi Kacem,18.72,11,0,Faible
C001015,Skhirate-Témara,18.72,38,0,Faible
C000490,Sidi Slimane,18.72,31,0,Faible
C000306,Sidi Kacem,18.71,10,0,Faible
C001901,Salé,18.69,10,0,Faible
C001532,Salé,18.68,14,0,Faible
C001546,Rabat,18.65,24,0,Faible
C001579,Kénitra,18.61,35,0,Faible
C001193,Rabat,18.61,34,0,Faible
C001199,Salé,18.6,36,0,Faible
C000634,Salé,18.6,32,0,Faible
C000037,Rabat,18.6,37,0,Faible
C001164,Kénitra,18.59,24,0,Faible
C000451,Khémisset,18.59,33,0,Faible
C001001,Kénitra,18.59,22,0,Faible
C000303,Kénitra,18.59,23,0,Faible
C000979,Salé,18.58,30,0,Faible
C001354,Rabat,18.56,31,0,Faible
C000432,Khémisset,18.55,38,0,Faible
C001314,Rabat,18.54,24,0,Faible
C001277,Kénitra,18.52,18,0,Faible
C000860,Salé,18.51,19,0,Faible
C001026,Kénitra,18.49,22,0,Faible
C000650,Skhirate-Témara,18.44,11,0,Faible
C001269,Skhirate-Témara,18.44,30,0,Faible
C000221,Skhirate-Témara,18.43,37,0,Faible
C000234,Salé,18.42,21,0,Faible
C001849,Sidi Kacem,18.41,28,0,Faible
C000737,Skhirate-Témara,18.39,24,0,Faible
C001128,Salé,18.37,36,0,Faible
C001479,Sidi Kacem,18.36,32,0,Faible
C000985,Kénitra,18.36,17,0,Faible
C001198,Khémisset,18.35,33,0,Faible
C000118,Rabat,18.35,12,0,Faible
C000131,Salé,18.35,30,0,Faible
C001282,Salé,18.34,33,0,Faible
C001194,Skhirate-Témara,18.34,17,0,Faible
C000331,Skhirate-Témara,18.28,32,0,Faible
C001882,Sidi Kacem,18.22,35,0,Faible
C000755,Kénitra,18.19,33,0,Faible
C000129,Khémisset,18.15,19,0,Faible
C000748,Salé,18.15,14,0,Faible
C001873,Skhirate-Témara,18.15,32,0,Faible
C001338,Rabat,18.14,27,0,Faible
C000823,Khémisset,18.13,31,0,Faible
C000154,Rabat,18.12,28,0,Faible
C000151,Sidi Slimane,18.1,31,0,Faible
C000048,Salé,18.09,36,0,Faible
C000694,Rabat,18.09,15,0,Faible
C000063,Kénitra,18.08,35,0,Faible
C000231,Kénitra,18.08,24,0,Faible
C001059,Rabat,18.07,21,0,Faible
C000416,Khémisset,18.05,22,0,Faible
C000153,Salé,18.05,35,0,Faible
C000665,Salé,18.02,13,0,Faible
C001337,Kénitra,18.02,39,0,Faible
C001766,Sidi Kacem,18.0,16,0,Faible
C001635,Rabat,17.98,29,0,Faible
C000502,Salé,17.96,25,0,Faible
C000449,Sidi Kacem,17.95,24,0,Faible
C000710,Salé,17.95,31,0,Faible
C001792,Salé,17.94,15,0,Faible
C000238,Skhirate-Témara,17.94,39,0,Faible
C001366,Rabat,17.93,10,0,Faible
C001457,Skhirate-Témara,17.93,24,0,Faible
C000019,Salé,17.91,35,0,Faible
C001010,Sidi Kacem,17.91,15,0,Faible
C001760,Kénitra,17.91,16,0,Faible
C001815,Skhirate-Témara,17.89,39,0,Faible
C001958,Khémisset,17.89,29,0,Faible
C001822,Salé,17.88,14,0,Faible
C000566,Skhirate-Témara,17.87,23,0,Faible
C000310,Rabat,17.86,22,0,Faible
C000600,Rabat,17.86,13,0,Faible
C000265,Salé,17.85,12,0,Faible
C001171,Kénitra,17.84,34,0,Faible
C001466,Skhirate-Témara,17.8,12,0,Faible
C000583,Khémisset,17.78,25,0,Faible
C001460,Khémisset,17.76,20,0,Faible
C000278,Salé,17.75,16,0,Faible
C001405,Rabat,17.7,15,0,Faible
C000398,Kénitra,17.7,11,0,Faible
C001750,Rabat,17.66,16,0,Faible
C001071,Salé,17.66,39,0,Faible
C000795,Kénitra,17.65,30,0,Faible
C001578,Sidi Kacem,17.64,33,0,Faible
C000495,Salé,17.62,38,0,Faible
C000861,Salé,17.62,23,0,Faible
C001621,Salé,17.62,36,0,Faible
C001931,Kénitra,17.61,28,0,Faible
C000273,Salé,17.6,40,0,Faible
C000743,Rabat,17.6,31,0,Faible
C000250,Rabat,17.58,29,0,Faible
C001963,Kénitra,17.58,26,0,Faible
C000109,Salé,17.57,39,0,Faible
C001623,Salé,17.56,36,0,Faible
C000319,Salé,17.55,34,0,Faible
C000831,Skhirate-Témara,17.55,34,0,Faible
C000826,Rabat,17.55,30,0,Faible
C000810,Skhirate-Témara,17.51,20,0,Faible
C000940,Kénitra,17.51,14,0,Faible
C000464,Skhirate-Témara,17.51,17,0,Faible
C000978,Skhirate-Témara,17.51,16,0,Faible
C000812,Rabat,17.5,37,0,Faible
C001224,Skhirate-Témara,17.5,38,0,Faible
C001243,Salé,17.5,15,0,Faible
C000270,Rabat,17.49,26,0,Faible
C000292,Sidi Kacem,17.45,25,0,Faible
C001429,Salé,17.45,21,0,Faible
C000524,Kénitra,17.44,25,0,Faible
C001918,Salé,17.44,31,0,Faible
C000814,Skhirate-Témara,17.43,29,0,Faible
C000612,Rabat,17.43,18,0,Faible
C001281,Kénitra,17.39,34,0,Faible
C000291,Skhirate-Témara,17.39,22,0,Faible
C001409,Kénitra,17.39,19,0,Faible
C000316,Skhirate-Témara,17.36,11,0,Faible
C001533,Skhirate-Témara,17.33,26,0,Faible
C001225,Skhirate-Témara,17.33,37,0,Faible
C000359,Kénitra,17.31,36,0,Faible
C000418,Skhirate-Témara,17.3,22,0,Faible
C001068,Rabat,17.29,31,0,Faible
C000111,Sidi Slimane,17.28,24,0,Faible
C001666,Rabat,17.27,17,0,Faible
C000712,Rabat,17.27,30,0,Faible
C000682,Kénitra,17.25,20,0,Faible
C000447,Skhirate-Témara,17.25,26,0,Faible
C000674,Skhirate-Témara,17.23,36,0,Faible
C001021,Salé,17.22,26,0,Faible
C000491,Salé,17.22,23,0,Faible
C001255,Salé,17.21,23,0,Faible
C000648,Salé,17.21,10,0,Faible
C001937,Kénitra,17.2,11,0,Faible
C001341,Kénitra,17.2,10,0,Faible
C001903,Skhirate-Témara,17.2,32,0,Faible
C000545,Khémisset,17.19,37,0,Faible
C001843,Sidi Slimane,17.16,10,0,Faible
C001127,Skhirate-Témara,17.16,39,0,Faible
C000958,Kénitra,17.16,25,0,Faible
C000980,Sidi Slimane,17.15,34,0,Faible
C000923,Salé,17.13,16,0,Faible
C001681,Salé,17.13,30,0,Faible
C001253,Salé,17.12,17,0,Faible
C001235,Kénitra,17.11,14,0,Faible
C000130,Rabat,17.11,11,0,Faible
C000834,Salé,17.1,34,0,Faible
C000220,Skhirate-Témara,17.1,23,0,Faible
C000345,Salé,17.1,36,0,Faible
C001535,Rabat,17.09,35,0,Faible
C000932,Khémisset,17.07,34,0,Faible
C001588,Salé,17.05,22,0,Faible
C001855,Salé,17.04,12,0,Faible
C001663,Rabat,17.02,38,0,Faible
C001907,Sidi Kacem,17.02,36,0,Faible
C001090,Salé,17.0,16,0,Faible
C000955,Rabat,16.99,22,0,Faible
C000577,Kénitra,16.99,32,0,Faible
C000205,Rabat,16.98,22,0,Faible
C001612,Rabat,16.98,16,0,Faible
C001698,Skhirate-Témara,16.97,25,0,Faible
C000084,Kénitra,16.95,23,0,Faible
C000448,Salé,16.95,31,0,Faible
C000867,Salé,16.95,30,0,Faible
C000722,Rabat,16.93,10,0,Faible
C001552,Sidi Slimane,16.91,22,0,Faible
C001400,Rabat,16.9,10,0,Faible
C001633,Salé,16.89,37,0,Faible
C000126,Salé,16.89,13,0,Faible
C000899,Khémisset,16.87,12,0,Faible
C000687,Salé,16.86,17,0,Faible
C000602,Rabat,16.85,32,0,Faible
C000960,Sidi Slimane,16.84,14,0,Faible
C000042,Kénitra,16.84,31,0,Faible
C001363,Rabat,16.83,15,0,Faible
C000315,Kénitra,16.83,35,0,Faible
C001275,Kénitra,16.75,23,0,Faible
C001082,Skhirate-Témara,16.72,23,0,Faible
C000125,Rabat,16.71,30,0,Faible
C001675,Kénitra,16.67,32,0,Faible
C001257,Rabat,16.67,18,0,Faible
C000562,Kénitra,16.66,26,0,Faible
C001596,Rabat,16.66,36,0,Faible
C000984,Salé,16.66,37,0,Faible
C000083,Salé,16.65,35,0,Faible
C001180,Sidi Kacem,16.64,30,0,Faible
C001049,Rabat,16.64,10,0,Faible
C001146,Skhirate-Témara,16.59,15,0,Faible
C000425,Sidi Kacem,16.59,11,0,Faible
C000667,Rabat,16.58,27,0,Faible
C001829,Kénitra,16.57,15,0,Faible
C000773,Kénitra,16.56,21,0,Faible
C001236,Sidi Slimane,16.55,29,0,Faible
C001653,Skhirate-Témara,16.54,24,0,Faible
C000825,Rabat,16.52,26,0,Faible
C000281,Skhirate-Témara,16.49,14,0,Faible
C000441,Skhirate-Témara,16.49,15,0,Faible
C001138,Kénitra,16.46,23,0,Faible
C000801,Rabat,16.46,11,0,Faible
C000926,Kénitra,16.44,24,0,Faible
C000559,Salé,16.43,22,0,Faible
C001914,Sidi Kacem,16.4,13,0,Faible
C001915,Skhirate-Témara,16.4,37,0,Faible
C001952,Kénitra,16.4,15,0,Faible
C001175,Kénitra,16.39,28,0,Faible
C000489,Salé,16.39,24,0,Faible
C001007,Sidi Slimane,16.38,39,0,Faible
C000637,Khémisset,16.38,36,0,Faible
C000128,Salé,16.37,32,0,Faible
C001215,Salé,16.35,16,0,Faible
C000392,Salé,16.34,16,0,Faible
C000949,Rabat,16.33,22,0,Faible
C001217,Skhirate-Témara,16.32,28,0,Faible
C001183,Salé,16.31,13,0,Faible
C000516,Salé,16.29,34,0,Faible
C001774,Rabat,16.28,15,0,Faible
C001742,Rabat,16.28,12,0,Faible
C000632,Rabat,16.28,12,0,Faible
C000123,Rabat,16.25,14,0,Faible
C000598,Sidi Slimane,16.24,18,0,Faible
C000016,Rabat,16.23,12,0,Faible
C001178,Skhirate-Témara,16.2,25,0,Faible
C000183,Rabat,16.2,29,0,Faible
C001968,Skhirate-Témara,16.19,18,0,Faible
C000262,Sidi Slimane,16.18,12,0,Faible
C001690,Salé,16.14,21,0,Faible
C001851,Sidi Slimane,16.14,33,0,Faible
C000365,Kénitra,16.14,39,0,Faible
C000820,Rabat,16.13,24,0,Faible
C000148,Kénitra,16.13,11,0,Faible
C000680,Rabat,16.12,19,0,Faible
C001202,Sidi Slimane,16.08,16,0,Faible
C000186,Rabat,16.08,19,0,Faible
C001890,Skhirate-Témara,16.06,25,0,Faible
C001230,Salé,16.06,35,0,Faible
C001014,Skhirate-Témara,16.06,23,0,Faible
C000842,Khémisset,16.05,18,0,Faible
C000913,Sidi Slimane,16.04,15,0,Faible
C000952,Sidi Kacem,16.04,27,0,Faible
C001841,Rabat,16.03,13,0,Faible
C000754,Rabat,16.02,27,0,Faible
C000274,Kénitra,16.0,38,0,Faible
C000888,Rabat,15.99,11,0,Faible
C000385,Salé,15.99,27,0,Faible
C000678,Salé,15.98,37,0,Faible
C000587,Sidi Slimane,15.97,21,0,Faible
C001208,Khémisset,15.97,24,0,Faible
C000809,Rabat,15.96,38,0,Faible
C001481,Khémisset,15.96,33,0,Faible
C000049,Salé,15.95,21,0,Faible
C000930,Kénitra,15.95,28,0,Faible
C000176,Rabat,15.94,11,0,Faible
C001784,Rabat,15.92,36,0,Faible
C001700,Salé,15.92,25,0,Faible
C001107,Khémisset,15.91,15,0,Faible
C000548,Salé,15.91,22,0,Faible
C000160,Salé,15.91,25,0,Faible
C000099,Salé,15.9,31,0,Faible
C001972,Kénitra,15.9,30,0,Faible
C000866,Sidi Kacem,15.9,18,0,Faible
C000917,Khémisset,15.88,24,0,Faible
C001318,Salé,15.87,12,0,Faible
C000939,Salé,15.87,10,0,Faible
C000692,Sidi Slimane,15.84,30,0,Faible
C001545,Skhirate-Témara,15.84,13,0,Faible
C000182,Rabat,15.84,14,0,Faible
C000258,Skhirate-Témara,15.82,22,0,Faible
C000170,Salé,15.8,29,0,Faible
C001752,Sidi Kacem,15.8,20,0,Faible
C000224,Rabat,15.8,31,0,Faible
C001137,Salé,15.76,14,0,Faible
C000112,Rabat,15.75,25,0,Faible
C001668,Kénitra,15.74,31,0,Faible
C000296,Skhirate-Témara,15.73,11,0,Faible
C001221,Rabat,15.71,14,0,Faible
C001835,Kénitra,15.7,35,0,Faible
C001006,Kénitra,15.68,18,0,Faible
C000609,Skhirate-Témara,15.68,33,0,Faible
C000817,Kénitra,15.66,23,0,Faible
C001016,Rabat,15.65,39,0,Faible
C001989,Kénitra,15.63,20,0,Faible
C000159,Khémisset,15.6,35,0,Faible
C000209,Kénitra,15.58,34,0,Faible
C000671,Salé,15.58,30,0,Faible
C000886,Salé,15.56,17,0,Faible
C001380,Skhirate-Témara,15.56,26,0,Faible
C001421,Kénitra,15.56,22,0,Faible
C001735,Skhirate-Témara,15.55,32,0,Faible
C001075,Kénitra,15.53,16,0,Faible
C001278,Salé,15.5,26,0,Faible
C000513,Rabat,15.49,31,0,Faible
C001350,Rabat,15.48,20,0,Faible
C000948,Sidi Kacem,15.47,33,0,Faible
C000394,Salé,15.47,20,0,Faible
C001965,Salé,15.46,25,0,Faible
C001856,Rabat,15.45,25,0,Faible
C000498,Salé,15.44,12,0,Faible
C000241,Kénitra,15.43,31,0,Faible
C000242,Skhirate-Témara,15.39,15,0,Faible
C000553,Skhirate-Témara,15.39,38,0,Faible
C001143,Kénitra,15.38,26,0,Faible
C000430,Kénitra,15.38,27,0,Faible
C001926,Kénitra,15.38,18,0,Faible
C000189,Khémisset,15.34,37,0,Faible
C000877,Rabat,15.33,22,0,Faible
C000139,Sidi Kacem,15.33,34,0,Faible
C000732,Skhirate-Témara,15.33,22,0,Faible
C001974,Salé,15.33,17,0,Faible
C000096,Kénitra,15.32,12,0,Faible
C001703,Rabat,15.32,31,0,Faible
C001582,Rabat,15.31,28,0,Faible
C000657,Sidi Slimane,15.3,13,0,Faible
C000651,Khémisset,15.29,18,0,Faible
C001896,Rabat,15.29,25,0,Faible
C000332,Kénitra,15.28,36,0,Faible
C000140,Skhirate-Témara,15.28,33,0,Faible
C001368,Rabat,15.27,18,0,Faible
C001684,Skhirate-Témara,15.26,16,0,Faible
C000906,Kénitra,15.26,34,0,Faible
C001186,Sidi Kacem,15.25,12,0,Faible
C000742,Salé,15.21,15,0,Faible
C000626,Kénitra,15.19,25,0,Faible
C000256,Rabat,15.18,22,0,Faible
C000143,Salé,15.17,16,0,Faible
C001880,Kénitra,15.16,27,0,Faible
C000115,Skhirate-Témara,15.16,35,0,Faible
C001036,Skhirate-Témara,15.14,39,0,Faible
C001372,Salé,15.14,19,0,Faible
C000697,Sidi Kacem,15.13,21,0,Faible
C000804,Skhirate-Témara,15.11,37,0,Faible
C001204,Salé,15.1,21,0,Faible
C000616,Kénitra,15.1,13,0,Faible
C001340,Rabat,15.09,28,0,Faible
C001290,Kénitra,15.07,33,0,Faible
C000815,Kénitra,15.06,12,0,Faible
C000239,Khémisset,15.05,28,0,Faible
C001905,Rabat,15.04,12,0,Faible
C000792,Salé,15.03,14,0,Faible
C001970,Skhirate-Témara,15.03,39,0,Faible
C000549,Kénitra,15.01,23,0,Faible
C000595,Khémisset,14.99,23,0,Faible
C001804,Salé,14.99,15,0,Faible
C001793,Salé,14.98,29,0,Faible
C000556,Salé,14.98,32,0,Faible
C001303,Sidi Kacem,14.97,22,0,Faible
C001095,Kénitra,14.94,32,0,Faible
C001778,Skhirate-Témara,14.91,37,0,Faible
C000440,Rabat,14.9,28,0,Faible
C000297,Rabat,14.88,10,0,Faible
C001345,Kénitra,14.87,15,0,Faible
C000779,Kénitra,14.84,23,0,Faible
C000230,Sidi Slimane,14.82,26,0,Faible
C000774,Skhirate-Témara,14.81,10,0,Faible
C001331,Salé,14.8,15,0,Faible
C001407,Salé,14.8,31,0,Faible
C000679,Rabat,14.8,17,0,Faible
C001122,Sidi Kacem,14.78,16,0,Faible
C000531,Rabat,14.76,23,0,Faible
C001657,Salé,14.72,36,0,Faible
C000312,Salé,14.7,25,0,Faible
C001899,Salé,14.69,23,0,Faible
C001271,Rabat,14.67,25,0,Faible
C000132,Khémisset,14.67,38,0,Faible
C000098,Kénitra,14.65,19,0,Faible
C000623,Salé,14.64,28,0,Faible
C001174,Kénitra,14.64,23,0,Faible
C001050,Salé,14.62,25,0,Faible
C000337,Skhirate-Témara,14.62,10,0,Faible
C001996,Rabat,14.58,33,0,Faible
C001242,Salé,14.52,16,0,Faible
C001118,Khémisset,14.52,29,0,Faible
C001869,Salé,14.51,30,0,Faible
C000599,Khémisset,14.51,12,0,Faible
C000620,Rabat,14.5,14,0,Faible
C002009,Skhirate-Témara,14.48,16,0,Faible
C001425,Rabat,14.47,19,0,Faible
C000411,Skhirate-Témara,14.43,20,0,Faible
C000055,Rabat,14.43,27,0,Faible
C000735,Skhirate-Témara,14.43,29,0,Faible
C001112,Rabat,14.42,21,0,Faible
C001172,Kénitra,14.38,15,0,Faible
C001499,Salé,14.38,39,0,Faible
C001076,Sidi Kacem,14.38,18,0,Faible
C000822,Khémisset,14.35,22,0,Faible
C000603,Kénitra,14.34,23,0,Faible
C001343,Skhirate-Témara,14.33,22,0,Faible
C000927,Kénitra,14.33,18,0,Faible
C000113,Rabat,14.33,14,0,Faible
C001661,Salé,14.31,14,0,Faible
C000366,Rabat,14.3,29,0,Faible
C000992,Sidi Slimane,14.3,19,0,Faible
C000376,Khémisset,14.29,21,0,Faible
C001858,Sidi Kacem,14.28,31,0,Faible
C000933,Salé,14.27,26,0,Faible
C000785,Rabat,14.25,24,0,Faible
C000499,Kénitra,14.23,38,0,Faible
C000280,Skhirate-Témara,14.22,30,1,Faible
C000286,Sidi Slimane,14.21,19,0,Faible
C001447,Rabat,14.2,16,0,Faible
C000233,Rabat,14.19,12,0,Faible
C000068,Rabat,14.17,30,0,Faible
C001817,Khémisset,14.11,23,0,Faible
C001311,Salé,14.1,33,0,Faible
C001830,Kénitra,14.08,18,0,Faible
C001047,Skhirate-Témara,14.04,39,0,Faible
C001308,Rabat,14.01,16,0,Faible
C000028,Kénitra,14.0,35,0,Faible
C001664,Salé,14.0,15,0,Faible
C000462,Khémisset,13.98,17,0,Faible
C002022,Sidi Kacem,13.98,33,0,Faible
C001123,Salé,13.97,19,0,Faible
C001142,Kénitra,13.97,27,0,Faible
C001398,Khémisset,13.95,21,0,Faible
C002004,Rabat,13.94,17,0,Faible
C001205,Salé,13.93,32,0,Faible
C001609,Sidi Kacem,13.91,23,0,Faible
C000662,Salé,13.9,19,0,Faible
C001878,Sidi Slimane,13.9,15,0,Faible
C001800,Skhirate-Témara,13.89,20,0,Faible
C001649,Rabat,13.88,17,0,Faible
C001213,Rabat,13.88,31,0,Faible
C000245,Rabat,13.87,19,0,Faible
C000436,Skhirate-Témara,13.86,17,0,Faible
C000197,Kénitra,13.86,28,0,Faible
C000854,Rabat,13.81,26,0,Faible
C001669,Khémisset,13.78,15,0,Faible
C001070,Salé,13.75,30,0,Faible
C000593,Sidi Kacem,13.74,22,0,Faible
C001361,Kénitra,13.73,31,0,Faible
C001671,Kénitra,13.73,35,0,Faible
C001239,Salé,13.72,11,0,Faible
C001833,Skhirate-Témara,13.71,13,0,Faible
C001125,Kénitra,13.7,22,0,Faible
C001727,Sidi Kacem,13.7,19,0,Faible
C000688,Rabat,13.69,13,0,Faible
C000336,Khémisset,13.68,25,0,Faible
C000579,Rabat,13.67,22,0,Faible
C001959,Kénitra,13.65,19,0,Faible
C000493,Rabat,13.65,15,0,Faible
C000471,Salé,13.64,29,0,Faible
C001701,Kénitra,13.64,19,0,Faible
C001655,Rabat,13.62,14,0,Faible
C001060,Sidi Kacem,13.62,21,0,Faible
C001353,Khémisset,13.61,11,0,Faible
C001886,Khémisset,13.61,18,0,Faible
C000645,Rabat,13.6,10,0,Faible
C000190,Kénitra,13.59,23,0,Faible
C000012,Skhirate-Témara,13.58,22,0,Faible
C000108,Salé,13.58,14,0,Faible
C001032,Kénitra,13.57,16,0,Faible
C000046,Rabat,13.54,20,0,Faible
C001580,Kénitra,13.53,22,0,Faible
C001431,Kénitra,13.53,26,0,Faible
C000862,Kénitra,13.51,38,0,Faible
C001491,Skhirate-Témara,13.5,31,0,Faible
C000780,Skhirate-Témara,13.49,23,0,Faible
C000935,Kénitra,13.48,30,0,Faible
C001556,Salé,13.48,37,0,Faible
C000707,Skhirate-Témara,13.44,16,0,Faible
C001046,Rabat,13.44,15,0,Faible
C001382,Kénitra,13.43,13,0,Faible
C001962,Sidi Slimane,13.39,16,0,Faible
C001531,Khémisset,13.38,26,0,Faible
C001660,Sidi Kacem,13.37,32,0,Faible
C001211,Skhirate-Témara,13.35,27,0,Faible
C001672,Kénitra,13.33,21,0,Faible
C000793,Kénitra,13.32,17,0,Faible
C000117,Kénitra,13.32,11,0,Faible
C001069,Sidi Kacem,13.3,26,0,Faible
C000591,Salé,13.3,13,0,Faible
C001373,Rabat,13.29,18,0,Faible
C000912,Skhirate-Témara,13.26,30,0,Faible
C000146,Rabat,13.25,11,0,Faible
C000405,Salé,13.24,18,0,Faible
C000988,Kénitra,13.22,11,0,Faible
C000102,Kénitra,13.18,19,0,Faible
C000283,Skhirate-Témara,13.17,23,0,Faible
C001055,Skhirate-Témara,13.14,10,0,Faible
C001035,Kénitra,13.11,35,0,Faible
C000733,Skhirate-Témara,13.09,22,0,Faible
C001885,Kénitra,13.05,28,0,Faible
C000864,Kénitra,13.05,36,0,Faible
C001077,Khémisset,13.04,36,0,Faible
C001831,Kénitra,13.03,17,0,Faible
C000569,Rabat,13.01,31,0,Faible
C000360,Salé,13.01,18,0,Faible
C000914,Rabat,12.99,19,0,Faible
C000431,Khémisset,12.97,11,0,Faible
C000266,Sidi Slimane,12.97,23,0,Faible
C001770,Kénitra,12.93,25,0,Faible
C000268,Skhirate-Témara,12.91,13,0,Faible
C000704,Kénitra,12.9,31,0,Faible
C001160,Rabat,12.88,38,0,Faible
C000709,Kénitra,12.86,27,4,Faible
C001807,Skhirate-Témara,12.86,22,0,Faible
C000624,Salé,12.86,22,0,Faible
C001444,Rabat,12.86,13,0,Faible
C001543,Sidi Slimane,12.84,20,0,Faible
C000419,Rabat,12.82,14,0,Faible
C001394,Kénitra,12.82,25,0,Faible
C000509,Kénitra,12.82,19,0,Faible
C000762,Kénitra,12.8,36,0,Faible
C000897,Kénitra,12.79,38,0,Faible
C001120,Salé,12.79,29,0,Faible
C000469,Salé,12.79,16,0,Faible
C001995,Sidi Kacem,12.76,32,0,Faible
C002021,Kénitra,12.76,31,0,Faible
C000597,Skhirate-Témara,12.75,10,0,Faible
C000065,Kénitra,12.73,26,0,Faible
C001185,Salé,12.71,12,0,Faible
C001913,Khémisset,12.69,14,0,Faible
C001420,Rabat,12.68,29,0,Faible
C001973,Khémisset,12.67,31,0,Faible
C001321,Sidi Kacem,12.67,14,0,Faible
C000614,Salé,12.66,14,0,Faible
C001983,Rabat,12.66,27,0,Faible
C001465,Rabat,12.66,28,0,Faible
C000149,Salé,12.65,32,0,Faible
C001428,Kénitra,12.63,12,0,Faible
C000361,Salé,12.62,24,0,Faible
C000412,Kénitra,12.62,25,0,Faible
C001011,Rabat,12.62,20,0,Faible
C001538,Skhirate-Témara,12.61,15,0,Faible
C000034,Kénitra,12.61,10,0,Faible
C001216,Sidi Slimane,12.61,17,0,Faible
C000334,Skhirate-Témara,12.6,35,0,Faible
C001864,Sidi Kacem,12.59,12,0,Faible
C000517,Skhirate-Témara,12.59,19,0,Faible
C001558,Salé,12.57,11,0,Faible
C000216,Sidi Slimane,12.57,18,0,Faible
C000215,Sidi Kacem,12.54,14,0,Faible
C001749,Skhirate-Témara,12.52,22,0,Faible
C001862,Rabat,12.52,29,0,Faible
C000510,Salé,12.49,20,0,Faible
C000911,Skhirate-Témara,12.41,20,0,Faible
C002011,Khémisset,12.38,10,0,Faible
C002013,Skhirate-Témara,12.38,19,0,Faible
C001992,Salé,12.37,25,0,Faible
C000714,Rabat,12.36,10,0,Faible
C000091,Khémisset,12.35,22,0,Faible
C001136,Salé,12.33,33,0,Faible
C001140,Rabat,12.33,21,0,Faible
C000198,Rabat,12.27,37,0,Faible
C000666,Salé,12.26,25,0,Faible
C000836,Skhirate-Témara,12.25,29,0,Faible
C001971,Salé,12.23,11,0,Faible
C000228,Skhirate-Témara,12.2,18,0,Faible
C000728,Rabat,12.2,16,0,Faible
C000631,Salé,12.18,20,0,Faible
C001923,Rabat,12.18,15,0,Faible
C000222,Rabat,12.18,11,0,Faible
C000966,Sidi Slimane,12.17,16,0,Faible
C000521,Salé,12.14,12,0,Faible
C000999,Khémisset,12.14,27,0,Faible
C000033,Kénitra,12.14,11,0,Faible
C000169,Salé,12.13,20,0,Faible
C001436,Skhirate-Témara,12.04,33,0,Faible
C000723,Skhirate-Témara,12.04,16,0,Faible
C000070,Kénitra,12.04,20,0,Faible
C000040,Rabat,12.04,18,0,Faible
C001908,Salé,12.03,17,0,Faible
C001716,Salé,12.03,17,0,Faible
C000185,Rabat,11.98,19,0,Faible
C001951,Sidi Kacem,11.96,18,0,Faible
C001422,Sidi Kacem,11.95,27,0,Faible
C000461,Salé,11.94,39,0,Faible
C000257,Rabat,11.94,29,0,Faible
C001782,Rabat,11.91,16,0,Faible
C001640,Kénitra,11.89,27,0,Faible
C000973,Rabat,11.88,14,0,Faible
C000922,Rabat,11.87,17,0,Faible
C001093,Salé,11.85,22,0,Faible
C001917,Kénitra,11.84,12,0,Faible
C001565,Sidi Slimane,11.84,14,0,Faible
C000871,Sidi Slimane,11.83,10,0,Faible
C000191,Sidi Kacem,11.79,13,0,Faible
C000902,Skhirate-Témara,11.79,11,0,Faible
C000924,Salé,11.78,15,0,Faible
C001587,Salé,11.77,19,0,Faible
C001563,Kénitra,11.77,29,0,Faible
C000821,Rabat,11.74,15,0,Faible
C000180,Sidi Slimane,11.73,21,0,Faible
C000943,Kénitra,11.7,16,0,Faible
C001307,Sidi Kacem,11.67,32,0,Faible
C000264,Rabat,11.65,18,0,Faible
C001988,Rabat,11.63,37,0,Faible
C001966,Kénitra,11.6,32,0,Faible
C001226,Rabat,11.57,32,0,Faible
C000349,Kénitra,11.57,24,0,Faible
C000890,Kénitra,11.56,10,0,Faible
C000837,Khémisset,11.53,17,0,Faible
C001986,Kénitra,11.48,13,0,Faible
C000660,Salé,11.47,33,0,Faible
C000972,Salé,11.43,33,0,Faible
C001320,Kénitra,11.42,19,0,Faible
C001763,Kénitra,11.39,13,0,Faible
C000672,Rabat,11.34,11,0,Faible
C001463,Salé,11.31,28,0,Faible
C001954,Skhirate-Témara,11.31,10,0,Faible
C000364,Khémisset,11.3,28,0,Faible
C001279,Salé,11.3,35,0,Faible
C001078,Skhirate-Témara,11.29,22,0,Faible
C001694,Rabat,11.25,13,0,Faible
C000869,Salé,11.23,30,0,Faible
C000863,Sidi Kacem,11.23,14,0,Faible
